((0, 0), (1, 1)):-66.28;-67.02;-66.82;-68.43;UP
((0, 0), (1, 2)):-50.37;-45.34;-50.37;-48.82;DOWN
((0, 0), (1, 3)):-25.37;-30.61;-25.37;-26.36;UP
((0, 0), (1, 4)):-16.96;-24.37;-16.96;-22.30;UP
((0, 0), (1, 5)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (1, 6)):-8.50;-8.00;0.00;0.00;LEFT
((0, 0), (1, 7)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (2, 1)):-83.11;-86.36;-83.11;-84.80;UP
((0, 0), (2, 2)):-66.82;-67.65;-66.82;-61.10;RIGHT
((0, 0), (2, 3)):-47.77;-44.98;-42.08;-36.90;RIGHT
((0, 0), (2, 4)):-33.75;-39.89;-33.75;-33.91;UP
((0, 0), (2, 5)):-8.50;-18.34;-8.50;-8.00;RIGHT
((0, 0), (2, 6)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (2, 7)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (3, 1)):-99.24;-99.18;-99.24;-92.31;RIGHT
((0, 0), (3, 2)):-74.99;-77.08;-74.99;-78.74;UP
((0, 0), (3, 3)):-74.99;-74.66;-74.99;-67.18;RIGHT
((0, 0), (3, 4)):-58.61;-55.46;-58.61;-59.97;DOWN
((0, 0), (3, 5)):-33.75;-38.10;-33.75;-32.67;RIGHT
((0, 0), (3, 6)):-25.37;-30.29;-25.37;-26.69;UP
((0, 0), (3, 7)):-16.96;-15.71;-16.96;-22.64;DOWN
((0, 0), (3, 8)):-8.50;-8.00;-8.50;-11.71;DOWN
((0, 0), (3, 9)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (3, 10)):-8.50;-8.00;-8.50;-8.00;DOWN
((0, 0), (3, 11)):-8.50;-8.00;0.00;0.00;LEFT
((0, 0), (4, 1)):-115.21;-114.62;-112.23;-116.54;LEFT
((0, 0), (4, 2)):-107.25;-111.29;-107.25;-109.39;UP
((0, 1), (1, 1)):-66.75;-73.29;-69.39;-63.51;RIGHT
((0, 1), (1, 2)):-47.40;-49.68;-44.52;-46.73;LEFT
((0, 1), (1, 3)):-31.76;-31.90;-31.10;-37.27;LEFT
((0, 1), (1, 4)):-15.96;-22.88;-18.84;-20.51;UP
((0, 1), (1, 5)):-8.00;-7.50;-8.50;-7.50;DOWN
((0, 1), (1, 6)):-8.00;-7.50;0.00;0.00;LEFT
((0, 1), (1, 7)):-8.00;-7.50;-8.50;0.00;RIGHT
((0, 1), (2, 1)):-85.83;-84.64;-89.59;-86.35;DOWN
((0, 1), (2, 2)):-62.89;-58.90;-65.73;-61.74;DOWN
((0, 1), (2, 3)):-39.60;-41.24;-42.91;-43.99;UP
((0, 1), (2, 4)):-31.76;-29.53;-37.13;-38.30;DOWN
((0, 1), (2, 5)):-15.96;-15.21;-16.71;-18.29;DOWN
((0, 1), (2, 6)):-8.00;-15.21;-8.50;-18.29;UP
((0, 1), (2, 7)):-8.00;-7.50;-8.50;-7.50;DOWN
((0, 1), (2, 8)):-8.00;-7.50;0.00;0.00;LEFT
((0, 1), (3, 1)):-92.39;-93.08;-92.66;-98.18;UP
((0, 1), (3, 2)):-70.58;-77.95;-73.95;-73.47;UP
((0, 1), (3, 3)):-62.89;-67.55;-66.33;-63.38;UP
((0, 1), (3, 4)):-55.17;-55.61;-53.85;-57.35;LEFT
((0, 1), (3, 5)):-31.76;-31.32;-38.98;-32.37;DOWN
((0, 1), (3, 6)):-23.88;-21.65;-30.49;-25.08;DOWN
((0, 1), (3, 7)):-15.96;-22.88;-18.84;-20.81;UP
((0, 1), (3, 8)):-8.00;-11.25;-8.50;-7.50;RIGHT
((0, 1), (3, 9)):-8.00;-7.50;-8.50;-7.50;DOWN
((0, 1), (3, 10)):-8.00;-7.50;-8.50;-7.50;DOWN
((0, 1), (3, 11)):-8.00;-7.50;0.00;0.00;LEFT
((0, 1), (3, 12)):-8.00;-7.50;0.00;0.00;LEFT
